user_id,n_spots,spots,weighted_spots
30178,2,"[(49.375012, 8.888853, 'physical scale', '2020-06-26', '2025-07-24'), (49.375062, 8.889207, 'physical scale', '2020-07-28', '2025-07-24')]",2.0
31773,2,"[(52.193365, 9.082108, 'temporary stream', '2020-08-30', '2024-07-01'), (52.193365, 9.082108, 'temporary stream', '2024-08-01', '2025-11-09')]",2.0
28919,2,"[(47.394939, 8.733537, 'virtual scale', '2020-05-22', '2026-06-29'), (47.395523, 8.73067, 'virtual scale', '2020-11-12', '2026-06-29')]",2.0
11596,12,"[(48.305487, 7.869942, 'virtual scale', '2020-10-07', '2024-08-25'), (47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395183, 8.570167, 'temporary stream', '2021-01-26', '2023-01-05'), (47.397035, 8.563857, 'temporary stream', '2021-01-31', '2023-01-05'), (47.39214, 8.571244, 'temporary stream', '2021-05-11', '2023-01-05'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",1.512
33894,2,"[(48.305487, 7.869942, 'virtual scale', '2020-10-07', '2024-08-25'), (48.30787, 7.88816, 'stream type', '2021-02-10', '2022-03-11')]",1.5
2316,3,"[(47.789612, 13.068625, 'virtual scale', '2018-08-17', '2024-08-14'), (47.726072, 13.065014, 'virtual scale', '2017-12-25', '2021-11-23'), (47.726031, 13.064971, 'soil moisture', '2018-12-27', '2020-09-13')]",1.167
2203,13,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395864, 8.554719, 'temporary stream', '2020-11-12', '2023-01-05'), (47.397035, 8.563857, 'temporary stream', '2021-01-31', '2023-01-05'), (47.127686, 8.743197, 'virtual scale', '2019-02-19', '2020-10-24'), (47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",1.147
36126,10,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.391566, 8.557843, 'temporary stream', '2020-11-11', '2023-01-05'), (47.395864, 8.554719, 'temporary stream', '2020-11-12', '2023-01-05'), (47.395183, 8.570167, 'temporary stream', '2021-01-26', '2023-01-05'), (47.397035, 8.563857, 'temporary stream', '2021-01-31', '2023-01-05'), (47.39214, 8.571244, 'temporary stream', '2021-05-11', '2023-01-05')]",1.098
29636,13,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.391566, 8.557843, 'temporary stream', '2020-11-11', '2023-01-05'), (47.395864, 8.554719, 'temporary stream', '2020-11-12', '2023-01-05'), (47.391974, 8.552873, 'virtual scale', '2020-11-13', '2023-01-05'), (47.395183, 8.570167, 'temporary stream', '2021-01-26', '2023-01-05')]",1.072
476,2,"[(48.179503, 16.259209, 'temporary stream', '2023-08-09', '2026-04-29'), (48.179503, 16.259209, 'temporary stream', '2021-07-13', '2023-06-11')]",1.0
829,2,"[(48.179503, 16.259209, 'temporary stream', '2023-08-09', '2026-04-29'), (48.179503, 16.259209, 'temporary stream', '2021-07-13', '2023-06-11')]",1.0
25925,1,"[(45.929578, 5.347315, 'temporary stream', '2020-02-07', '2021-07-16')]",1.0
87709,1,"[(42.771621, 77.474021, 'virtual scale', '2024-09-21', '2025-10-19')]",1.0
7079,1,"[(47.303375, 7.695009, 'virtual scale', '2018-06-19', '2019-12-22')]",1.0
56020,1,"[(38.910211, -77.318062, 'virtual scale', '2021-09-01', '2023-02-24')]",1.0
5514,1,"[(48.125518, 15.129206, 'virtual scale', '2018-03-28', '2019-06-18')]",1.0
77727,1,"[(52.858377, -6.106779, 'virtual scale', '2023-03-02', '2024-05-21')]",1.0
4264,2,"[(47.726072, 13.065014, 'virtual scale', '2017-12-25', '2021-11-23'), (47.726031, 13.064971, 'soil moisture', '2018-12-27', '2020-09-13')]",0.833
2005,3,"[(47.789612, 13.068625, 'virtual scale', '2018-08-17', '2024-08-14'), (47.127686, 8.743197, 'virtual scale', '2019-02-19', '2020-10-24'), (47.391856, 8.523348, 'virtual scale', '2017-04-08', '2018-04-20')]",0.783
64580,5,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.39214, 8.571244, 'temporary stream', '2021-05-11', '2023-01-05'), (47.396071, 8.56832, 'temporary stream', '2021-10-07', '2023-01-05')]",0.604
38316,6,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.391566, 8.557843, 'temporary stream', '2020-11-11', '2023-01-05'), (47.390484, 8.560081, 'temporary stream', '2020-12-24', '2023-01-05')]",0.569
78311,3,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.38787, 8.563581, 'temporary stream', '2023-02-05', '2024-05-26'), (47.390484, 8.560081, 'temporary stream', '2023-02-05', '2024-05-26')]",0.529
108071,1,"[(44.236064, -69.099955, 'physical scale', '2023-05-15', '2026-06-29')]",0.5
32535,1,"[(48.327366, 16.216394, 'virtual scale', '2020-07-28', '2023-06-29')]",0.5
39422,1,"[(46.461532, 6.837685, 'virtual scale', '2021-05-21', '2023-10-03')]",0.5
25791,1,"[(48.345657, 16.238686, 'virtual scale', '2020-07-27', '2022-06-19')]",0.5
93344,1,"[(51.571622, -0.870799, 'temporary stream', '2022-01-20', '2025-12-19')]",0.5
93483,1,"[(51.060439, -115.328485, 'temporary stream', '2019-04-21', '2024-06-26')]",0.5
15185,1,"[(51.060439, -115.328485, 'temporary stream', '2019-04-21', '2024-06-26')]",0.5
65630,1,"[(47.381577, 8.577933, 'temporary stream', '2021-09-26', '2022-11-21')]",0.5
37064,5,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.391974, 8.552873, 'virtual scale', '2020-11-13', '2023-01-05'), (47.390484, 8.560081, 'temporary stream', '2020-12-24', '2023-01-05')]",0.462
28317,2,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27'), (-37.829512, -71.676122, 'virtual scale', '2021-03-04', '2022-03-10')]",0.393
28321,2,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27'), (-37.829512, -71.676122, 'virtual scale', '2021-03-04', '2022-03-10')]",0.393
28674,2,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27'), (-37.829512, -71.676122, 'virtual scale', '2021-03-04', '2022-03-10')]",0.393
64798,2,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27'), (-37.829512, -71.676122, 'virtual scale', '2021-03-04', '2022-03-10')]",0.393
6097,5,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395183, 8.570167, 'temporary stream', '2021-01-26', '2023-01-05')]",0.374
2267,6,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395864, 8.554719, 'temporary stream', '2020-11-12', '2023-01-05')]",0.364
35073,6,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.358
7867,1,"[(47.789612, 13.068625, 'virtual scale', '2018-08-17', '2024-08-14')]",0.333
5659,1,"[(47.726072, 13.065014, 'virtual scale', '2017-12-25', '2021-11-23')]",0.333
62018,2,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396071, 8.56832, 'temporary stream', '2021-10-07', '2023-01-05')]",0.3
39906,4,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.391974, 8.552873, 'virtual scale', '2020-11-13', '2023-01-05')]",0.255
4152,1,"[(47.127686, 8.743197, 'virtual scale', '2019-02-19', '2020-10-24')]",0.25
59271,1,"[(47.388274, 8.564053, 'temporary stream', '2021-08-13', '2023-01-05')]",0.25
39784,3,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391974, 8.552873, 'virtual scale', '2020-11-13', '2023-01-05'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.245
36554,4,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.214
48606,4,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.213
57568,3,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.202
57523,3,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.202
2519,1,"[(47.391856, 8.523348, 'virtual scale', '2017-04-08', '2018-04-20')]",0.2
4198,1,"[(47.391856, 8.523348, 'virtual scale', '2017-04-08', '2018-04-20')]",0.2
2277,1,"[(47.391856, 8.523348, 'virtual scale', '2017-04-08', '2018-04-20')]",0.2
1996,1,"[(47.391856, 8.523348, 'virtual scale', '2017-04-08', '2018-04-20')]",0.2
38289,3,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.193
51761,3,"[(47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.184
45549,2,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.391974, 8.552873, 'virtual scale', '2020-11-13', '2023-01-05')]",0.181
59268,2,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.395864, 8.554719, 'temporary stream', '2020-11-12', '2023-01-05')]",0.181
6400,3,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.176
5462,2,"[(47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05'), (47.391974, 8.552873, 'virtual scale', '2020-11-13', '2023-01-05')]",0.175
85890,1,"[(47.389403, 8.56156, 'temporary stream', '2023-02-05', '2024-05-26')]",0.167
32346,1,"[(47.389403, 8.56156, 'temporary stream', '2023-02-05', '2024-05-26')]",0.167
95698,1,"[(47.389403, 8.56156, 'temporary stream', '2023-02-05', '2024-05-26')]",0.167
51009,2,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.146
51017,2,"[(47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26'), (47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.146
28688,1,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27')]",0.143
28682,1,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27')]",0.143
28694,1,"[(-37.830344, -71.674649, 'virtual scale', '2020-05-16', '2021-06-27')]",0.143
38059,2,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05')]",0.134
59554,2,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.13
37357,1,"[(47.395864, 8.554719, 'temporary stream', '2020-11-12', '2023-01-05')]",0.125
57582,2,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.111
57517,2,"[(47.395013, 8.551618, 'temporary stream', '2020-10-01', '2023-01-05'), (47.396246, 8.547143, 'temporary stream', '2021-02-17', '2022-04-26')]",0.111
39177,2,"[(47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05'), (47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05')]",0.108
36538,2,"[(47.395096, 8.570016, 'temporary stream', '2020-11-03', '2023-01-05'), (47.396384, 8.567287, 'temporary stream', '2020-11-03', '2023-01-05')]",0.103
51001,1,"[(47.39574, 8.547442, 'temporary stream', '2021-02-17', '2022-04-26')]",0.091
39502,2,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.088
63890,2,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.38787, 8.563581, 'temporary stream', '2020-11-03', '2023-01-05')]",0.088
53508,2,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.075
38051,2,"[(47.393323, 8.553011, 'temporary stream', '2020-10-01', '2023-06-26'), (47.391693, 8.555383, 'temporary stream', '2020-10-01', '2023-01-05')]",0.075
39558,1,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26')]",0.071
76739,1,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26')]",0.071
88137,1,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26')]",0.071
2258,1,"[(47.391386, 8.560455, 'temporary stream', '2020-11-03', '2024-05-26')]",0.071
56404,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
37070,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
67410,1,"[(47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
74175,1,"[(47.389403, 8.56156, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
38290,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
36304,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11-03', '2023-01-05')]",0.062
