user_id,n_spots,spots,weighted_spots
95698,2,"[(47.395013, 8.551618, 'temporary stream', '2020-09', '2024-05'), (47.389403, 8.56156, 'temporary stream', '2020-10', '2024-05')]",0.096
51001,1,"[(47.39574, 8.547442, 'temporary stream', '2021-02', '2022-04')]",0.091
36538,2,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05'), (47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.089
63890,2,"[(47.38787, 8.563581, 'temporary stream', '2020-11', '2024-05'), (47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.085
39502,2,"[(47.38787, 8.563581, 'temporary stream', '2020-11', '2024-05'), (47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.085
53508,2,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06'), (47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.073
38051,2,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06'), (47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.073
39558,1,"[(47.391386, 8.560455, 'temporary stream', '2020-10', '2024-05')]",0.071
76739,1,"[(47.391386, 8.560455, 'temporary stream', '2020-10', '2024-05')]",0.071
88137,1,"[(47.391386, 8.560455, 'temporary stream', '2020-10', '2024-05')]",0.071
37366,1,"[(47.38787, 8.563581, 'temporary stream', '2020-11', '2024-05')]",0.056
51006,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
57551,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
33740,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
51008,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
50990,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
50991,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
51018,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
55655,1,"[(47.38787, 8.563581, 'temporary stream', '2020-11', '2024-05')]",0.056
36890,1,"[(47.38787, 8.563581, 'temporary stream', '2020-11', '2024-05')]",0.056
50994,1,"[(47.396246, 8.547143, 'temporary stream', '2021-02', '2022-04')]",0.056
67410,1,"[(47.389403, 8.56156, 'temporary stream', '2020-10', '2024-05')]",0.053
74175,1,"[(47.389403, 8.56156, 'temporary stream', '2020-10', '2024-05')]",0.053
85890,1,"[(47.389403, 8.56156, 'temporary stream', '2020-10', '2024-05')]",0.053
32346,1,"[(47.389403, 8.56156, 'temporary stream', '2020-10', '2024-05')]",0.053
36304,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
37070,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
97223,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
81536,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
94682,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
56404,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
38290,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
53942,1,"[(47.392019, 8.569112, 'temporary stream', '2020-11', '2024-05')]",0.05
35043,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
36858,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
36854,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
40016,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
60224,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
54127,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
37245,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
35069,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
81011,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
95268,1,"[(47.396384, 8.567287, 'temporary stream', '2020-11', '2024-05')]",0.045
51824,1,"[(47.395013, 8.551618, 'temporary stream', '2020-09', '2024-05')]",0.043
78339,1,"[(47.395013, 8.551618, 'temporary stream', '2020-09', '2024-05')]",0.043
71939,1,"[(47.395013, 8.551618, 'temporary stream', '2020-09', '2024-05')]",0.043
65505,1,"[(47.395013, 8.551618, 'temporary stream', '2020-09', '2024-05')]",0.043
71946,1,"[(47.395013, 8.551618, 'temporary stream', '2020-09', '2024-05')]",0.043
36807,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
62555,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
37202,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
36849,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
48424,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
39441,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
37794,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
35969,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
38055,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
52522,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
35174,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
53539,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
87707,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
51631,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
95035,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
64372,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
79585,1,"[(47.395096, 8.570016, 'temporary stream', '2020-11', '2024-05')]",0.043
39300,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
57328,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
53509,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
78779,1,"[(47.391693, 8.555383, 'temporary stream', '2020-10', '2023-06')]",0.043
59117,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
38386,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
38602,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
38660,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
35961,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
29918,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
52894,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
52836,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
44485,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
83061,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
70957,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
73050,1,"[(47.393323, 8.553011, 'temporary stream', '2020-10', '2023-06')]",0.029
